,Unnamed: 0,reviews,Size,comfort,quality,star_rating
190,190,3,",5.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5",66.70,66.70,3.7
191,191,0,",5.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5",66.70,66.70,0.0
192,192,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",66.70,66.70,0.0
193,193,6,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,4.5
194,194,1,",6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,5.0
195,195,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,0.0
196,196,9,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,4.1
197,197,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,0.0
198,198,21,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",63.20,63.20,4.0
199,199,9,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,4.1
200,200,9,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,4.1
201,201,2,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,5.0
202,202,14,",6,7,8,9,10",90.00,90.00,4.2
203,203,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",90.00,90.00,0.0
204,204,16,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",90.00,90.00,4.5
205,205,1,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,3.0
206,206,2,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14.5,15.5,16.5",100.00,100.00,5.0
207,207,26,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,5.0
208,208,13,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",91.70,91.70,4.6
209,209,18,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",90.90,90.90,4.4
210,210,4,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",90.90,90.90,4.0
211,211,1,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",90.90,90.90,1.0
212,212,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",90.90,90.90,0.0
213,213,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14.5,15.5,16.5,17.5",90.90,90.90,0.0
214,214,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14.5,15.5",90.90,90.90,0.0
215,215,8,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",87.50,87.50,4.1
216,216,0,",5.5,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14.5,15.5",87.50,87.50,0.0
217,217,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5",87.50,87.50,0.0
218,218,16,",6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,4.5
219,219,2,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5",0.00,0.00,3.0
220,220,30,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",66.70,66.70,3.9
221,221,6,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,4.5
222,222,14,",6,7,8,9,10",75.00,75.00,4.2
223,223,0,",8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5",75.00,75.00,0.0
224,224,7,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,5.0
225,225,21,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,4.8
226,226,1,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,5.0
227,227,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",75.00,75.00,0.0
228,228,4,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",50.00,50.00,4.0
229,229,1,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,3.0
230,230,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,0.0
231,231,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14.5,15.5",100.00,100.00,0.0
232,232,1,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11",100.00,100.00,5.0
233,233,0,",5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14.5,15.5",100.00,100.00,0.0
