,Unnamed: 0,ShoeName,Category,no_of_colors,Price
260,260,"SEASONS Fast-Trac NITRO™ GORE-TEX® Women's Running Shoes
PUMA Black-Fire Orchid",Women,1 ,140.00
261,261,"Deviate NITRO™ 2 'Marathon Series' Women's Running Shoes
PUMA Black-Strawberry Burst-Yellow Blaze",Women,1 ,170.00
262,262,"FUTURE ULTIMATE FG/AG Women's Soccer Cleats
Persian Blue-PUMA White-Pro Green",Women,2 ,220.00
263,263,"PUMA x FIRST MILE Velocity NITRO™ 2 Women's Running Shoes
Warm White-Bright Melon",Women,1 ,130.00
264,264,"Magnify NITRO™ 2 Women's Running Shoes
PUMA Black-Koral Ice-Speed Green",Women,1 ,140.00
265,265,"SEASONS Explore NITRO™ Women's Hiking Shoes
PUMA Black-Platinum Gray",Women,3 ,110.00
266,266,"SEASONS Voyage NITRO™ 3 GORE-TEX Women's Trail Running Shoes
Astro Red-Fire Orchid-PUMA Black",Women,1 ,160.00
267,267,"Electrify NITRO™ 3 Women's Running Shoes
Fire Orchid-Ultra Blue",Women,3 ,100.00
268,268,"Velocity NITRO™ 2 GORE-TEX® Women's Running Shoes
PUMA Black-Purple Pop-Yellow Burst",Women,1 ,140.00
269,269,"BMW M Motorsport RS-Puls Women's Sneakers
PUMA Black-Cool Cobalt-Pop Red",Women,1 ,120.00
270,270,"SEASONS Explore NITRO™ Women's Hiking Shoes
Ash Gray-Alpine Snow-Koral Ice",Women,3 ,110.00
271,271,"Deviate NITRO™ Elite 2 Women's Running Shoes
PUMA White-Fire Orchid-Ultra Blue-PUMA Black",Women,2 ,200.00
272,272,"Velophasis Technisch Sneakers 
Warm White-Yellow Burst-Parakeet Green",Women,3 ,120.00
273,273,"Fuse 2.0 Nova Shine Training Women's Shoes
PUMA Black-Cool Dark Gray",Women,1 ,100.00
274,274,"PUMA x CIELE ForeverRun NITRO™ Women's Running Shoes
PUMA Black",Women,1 ,160.00
275,275,"SEASONS Fast-Trac NITRO™ 2 Women's Running Shoes
Neon Sun-Alpine Snow-PUMA Black",Women,2 ,120.00
276,276,"SEASONS Explore NITRO™ Women's Hiking Shoes
Dark Jasper-PUMA Black-Fire Orchid",Women,3 ,110.00
277,277,"SEASONS Fast-Trac NITRO™ 2 Women's Running Shoes
Ash Gray-PUMA Black-Koral Ice",Women,2 ,120.00
278,278,"SEASONS Fast-Trac Apex NITRO™ Women's Running Shoes
Koral Ice-Cool Mid Gray-PUMA Black",Women,1 ,150.00
279,279,"SEASONS Voyage NITRO™ 3 Women's Running Shoes
Active Red-Ocean Tropic-Lime Pow",Women,5 ,140.00
280,280,"Fast-FWD NITRO™ Elite Women's Running Shoes
Fire Orchid-Ultra Blue-PUMA White",Women,1 ,220.00
281,281,"PUMA x CIELE Fast-R NITRO™ Elite Women's Running Shoes
Dusty Tan",Women,1 ,250.00
282,282,"PUMA x LEMLEM Velocity NITRO™ 2 Women's Running Shoes
Ghost Pepper-PUMA Black-Pink Glimmer",Women,1 ,160.00
283,283,"STEWIE x TEAM Stewie 2 Women's Basketball Shoes
PUMA White-Platinum Gray",Women,6 ,125.00
284,284,"SEASONS Voyage NITRO™ 2 Women's Running Shoes
Adriatic-PUMA Black-Ravish",Women,1 ,130.00
285,285,"Palermo Sneakers
Fresh Mint-Fast Pink",Women,5 ,90.00
286,286,"PUMA x LEMLEM NITRO™ Luxe Training Shoes Women
Yellow Burst-Racing Blue-Pink Glimmer",Women,1 ,130.00
287,287,"Cali Dream Leather Women's Sneakers
Puma Black",Women,1 ,90.00
288,288,"Deviate NITRO™ 2 Women's Running Shoes
Poison Pink-PUMA Black-PUMA White",Women,3 ,160.00
289,289,"Deviate NITRO™ Elite 2 Women's Running Shoes
Fire Orchid-Ultra Blue-PUMA White",Women,2 ,200.00
290,290,"Fuse 2.0 Women's Training Shoes
Puma Black-Metallic Gold",Women,3 ,90.00
291,291,"STEWIE x TEAM Stewie 2 Women's Basketball Shoes
Platinum Gray-PUMA White",Women,6 ,125.00
292,292,"Palermo Women's Leather Sneakers
PUMA White-Vapor Gray-Gum",Women,2 ,90.00
293,293,"Fast-R NITRO™ Elite Women's Running Shoes
For All Time Red-Ultra Blue",Women,2 ,260.00
294,294,"Clyde ATL Sneakers
Bright Melon-Frosted Ivory",Women,1 ,90.00
295,295,"Fast-R NITRO™ Elite Women's Running Shoes
PUMA White-Fire Orchid",Women,2 ,260.00
296,296,"STEWIE x TEAM Stewie 2 Women's Basketball Shoes
PUMA Black-PUMA White",Women,6 ,125.00
297,297,"STEWIE x TEAM Stewie 2 Women's Basketball Shoes
PUMA White-Clyde Royal",Women,6 ,125.00
298,298,"STEWIE x TEAM Stewie 2 Women's Basketball Shoes
PUMA White-For All Time Red",Women,6 ,125.00
299,299,"STEWIE x TEAM Stewie 2 Women's Basketball Shoes
PUMA White-PUMA Black",Women,6 ,125.00
