Category,no_of_colors,Price,count_of_size,Color1,Color2,Color3,Color4,Color5,reviews,comfort,quality,star_rating
0,1.3862943611198906,71.99,4.0,325,262,158,129,78,0.6931471805599453,7.5,7.5,3.0
0,1.6094379124341003,95.99,5.0,311,245,166,127,78,3.367295829986474,7.4,7.4,3.0
0,1.6094379124341003,64.79,3.0,420,299,156,127,78,2.70805020110221,9.3,9.3,3.0
0,1.3862943611198906,53.99,3.0,487,153,112,112,78,1.6094379124341003,10.0,10.0,5.0
0,1.0986122886681098,95.99,5.0,331,208,117,110,78,1.6094379124341003,8.3,8.3,5.0
0,1.0986122886681098,50.39,3.0,420,299,156,127,78,2.70805020110221,9.0,9.0,4.6
0,1.0986122886681098,62.99,0.0,361,153,166,127,78,2.833213344056216,10.0,10.0,4.8
0,1.6094379124341003,53.99,3.0,310,305,166,127,78,0.6931471805599453,7.4,7.4,4.0
0,1.6094379124341003,38.99,5.0,483,302,166,127,78,0.6931471805599453,7.4,7.4,4.0
0,1.0986122886681098,83.99,3.0,325,262,158,129,78,0.6931471805599453,10.0,10.0,4.0
0,1.6094379124341003,75.59,5.0,310,180,165,106,78,0.6931471805599453,8.6,8.6,4.0
0,1.0986122886681098,53.99,4.0,312,252,166,127,78,7.1276936993473985,8.6,8.6,4.8
0,1.0986122886681098,57.59,5.0,310,180,165,106,78,7.1276936993473985,8.3,8.3,4.8
0,1.6094379124341003,50.39,1.0,311,183,166,127,78,7.1276936993473985,8.3,8.3,4.8
0,1.3862943611198906,46.79,2.0,310,181,166,127,78,5.3706380281276624,9.0,9.0,4.7
0,1.0986122886681098,64.79,5.0,367,250,113,134,78,1.9459101490553132,9.0,9.0,2.7
0,1.0986122886681098,40.31,5.0,487,153,166,127,78,1.9459101490553132,9.0,9.0,2.7
0,1.6094379124341003,64.79,5.0,548,252,166,127,78,0.6931471805599453,9.0,9.0,5.0
0,1.3862943611198906,64.79,1.0,361,153,166,127,78,2.833213344056216,7.5,7.5,4.8
0,1.0986122886681098,43.19,5.0,310,242,113,114,78,4.174387269895637,7.5,7.5,4.5
0,1.6094379124341003,64.79,5.0,329,252,166,127,78,4.174387269895637,7.5,7.5,4.5
0,1.6094379124341003,64.79,4.0,487,153,112,112,78,1.6094379124341003,7.5,7.5,5.0
0,1.6094379124341003,50.39,5.0,487,170,113,102,78,1.6094379124341003,10.0,10.0,5.0
0,1.0986122886681098,64.79,5.0,311,212,163,131,78,3.5263605246161616,6.7,6.7,4.7
0,1.0986122886681098,57.59,7.0,487,162,166,127,78,3.8918202981106265,6.7,6.7,4.7
0,1.3862943611198906,57.59,3.0,478,308,166,127,78,3.8918202981106265,6.7,6.7,4.7
0,1.0986122886681098,64.79,6.0,487,290,112,127,78,3.8918202981106265,7.5,7.5,4.7
0,1.0986122886681098,30.95,5.0,478,182,166,127,78,3.8918202981106265,10.0,10.0,4.7
0,1.0986122886681098,39.59,5.0,364,153,166,127,78,3.8918202981106265,10.0,10.0,0.0
1,1.0986122886681098,101.99,3.0,422,244,166,127,78,2.5649493574615367,10.0,10.0,4.8
1,1.0986122886681098,179.99,3.0,332,227,166,127,78,2.5649493574615367,10.0,10.0,4.9
1,1.0986122886681098,167.99,3.0,507,271,166,127,78,2.1972245773362196,6.3,6.3,4.9
1,1.0986122886681098,179.99,2.0,332,227,166,127,78,2.5649493574615367,7.5,7.5,4.9
1,1.0986122886681098,155.99,4.0,324,254,166,127,78,2.1972245773362196,7.5,7.5,4.6
1,1.3862943611198906,167.99,3.0,507,271,166,127,78,2.1972245773362196,10.0,10.0,4.9
1,1.0986122886681098,89.99,5.0,418,231,165,127,78,6.872128101338986,9.0,9.0,4.7
1,0.6931471805599453,119.99,1.0,422,240,166,127,78,4.804021044733257,9.0,9.0,4.5
1,1.0986122886681098,95.99,1.0,329,231,166,127,78,0.6931471805599453,9.0,9.0,4.0
1,1.0986122886681098,95.99,2.0,329,231,166,127,78,0.6931471805599453,10.0,10.0,4.0
1,1.0986122886681098,119.99,1.0,422,240,166,127,78,4.804021044733257,10.0,10.0,4.5
1,1.0986122886681098,83.99,1.0,317,274,166,127,78,1.3862943611198906,10.0,10.0,4.7
1,1.0986122886681098,83.99,1.0,418,231,166,127,78,4.477336814478207,9.2,9.2,4.3
1,1.0986122886681098,83.99,2.0,317,274,166,127,78,1.3862943611198906,9.1,9.1,4.7
1,1.3862943611198906,83.99,2.0,418,231,166,127,78,4.477336814478207,9.1,9.1,4.3
1,1.0986122886681098,89.99,1.0,418,231,165,127,78,6.872128101338986,9.1,9.1,4.7
1,1.6094379124341003,107.99,1.0,562,254,166,127,78,2.9444389791664403,9.1,9.1,4.9
1,1.0986122886681098,119.99,4.0,462,288,140,119,78,1.3862943611198906,9.1,9.1,5.0
1,1.0986122886681098,101.99,1.0,329,232,166,127,78,3.295836866004329,9.1,9.1,4.2
1,1.0986122886681098,64.79,1.0,328,254,166,127,78,2.302585092994046,8.8,8.8,5.0
1,1.0986122886681098,95.99,1.0,328,254,166,127,78,1.9459101490553132,8.8,8.8,5.0
1,1.0986122886681098,71.99,2.0,487,269,166,127,78,1.3862943611198906,8.8,8.8,5.0
1,1.0986122886681098,71.99,2.0,487,269,166,127,78,1.3862943611198906,10.0,10.0,5.0
1,1.6094379124341003,119.99,3.0,462,288,140,119,78,1.3862943611198906,6.7,6.7,5.0
1,1.6094379124341003,95.99,5.0,529,270,179,111,78,2.70805020110221,7.5,7.5,4.9
1,1.6094379124341003,95.99,4.0,563,228,180,139,78,4.290459441148391,7.5,7.5,4.6
1,1.6094379124341003,83.99,2.0,511,231,151,133,79,7.385230923066573,7.5,7.5,4.3
1,1.0986122886681098,95.99,5.0,529,270,179,111,78,2.70805020110221,7.5,7.5,4.9
1,1.0986122886681098,67.19,3.0,324,294,166,127,78,2.8903717578961645,7.5,7.5,4.8
1,1.0986122886681098,95.99,4.0,454,202,166,127,78,5.5925282319492275,7.5,7.5,0.0
1,1.0986122886681098,89.99,3.0,475,158,166,127,78,5.5925282319492275,7.5,7.5,0.0
1,1.6094379124341003,95.99,4.0,454,202,166,127,78,5.5925282319492275,5.0,5.0,0.0
1,1.0986122886681098,119.99,4.0,462,288,140,119,78,1.3862943611198906,10.0,10.0,5.0
1,1.0986122886681098,89.99,2.0,475,158,166,127,78,5.5925282319492275,10.0,10.0,0.0
1,1.0986122886681098,89.99,1.0,462,254,166,127,78,1.3862943611198906,10.0,10.0,4.7
1,1.0986122886681098,77.99,2.0,326,243,166,127,78,2.6390573296152584,10.0,10.0,4.9
1,1.6094379124341003,77.99,2.0,326,243,166,127,78,2.6390573296152584,10.0,10.0,4.9
1,1.791759469228055,65.99,5.0,524,154,178,125,76,5.393627546352362,10.0,10.0,4.6
1,1.791759469228055,71.99,1.0,487,273,166,127,78,4.663439094112067,10.0,10.0,4.4
1,1.6094379124341003,65.99,5.0,329,231,149,101,78,4.59511985013459,10.0,10.0,4.5
1,1.791759469228055,52.79,4.0,524,154,178,125,76,5.393627546352362,6.7,6.7,4.6
1,1.0986122886681098,71.99,1.0,487,273,166,127,78,4.663439094112067,6.7,6.7,4.4
1,1.0986122886681098,65.99,1.0,487,277,166,127,78,3.2188758248682006,6.7,6.7,4.5
1,1.0986122886681098,65.99,1.0,487,277,166,127,78,3.2188758248682006,10.0,10.0,4.5
1,1.0986122886681098,83.99,3.0,311,252,166,127,78,6.311734809152915,10.0,10.0,4.5
1,1.0986122886681098,65.99,1.0,454,252,166,127,78,2.1972245773362196,10.0,10.0,5.0
1,1.3862943611198906,95.99,3.0,418,269,165,127,78,5.736572297479192,10.0,10.0,4.5
1,1.0986122886681098,65.99,5.0,560,254,166,127,78,2.302585092994046,10.0,10.0,4.8
1,1.3862943611198906,95.99,3.0,418,269,165,127,78,5.736572297479192,10.0,10.0,4.5
1,1.0986122886681098,113.99,2.0,366,160,166,127,78,5.521460917862246,10.0,10.0,4.5
1,1.0986122886681098,113.99,1.0,366,160,166,127,78,5.521460917862246,10.0,10.0,4.5
1,1.0986122886681098,65.99,1.0,414,254,166,127,78,2.1972245773362196,10.0,10.0,4.8
1,1.0986122886681098,39.59,2.0,311,231,165,127,78,1.3862943611198906,7.5,7.5,2.3
1,1.3862943611198906,20.99,1.0,509,247,162,127,78,5.5925282319492275,7.5,7.5,0.0
1,1.6094379124341003,58.79,3.0,324,254,166,127,78,1.0986122886681098,7.5,7.5,4.5
1,1.791759469228055,65.99,5.0,524,154,178,125,76,5.393627546352362,7.5,7.5,4.6
1,1.0986122886681098,83.99,4.0,311,252,166,127,78,6.311734809152915,10.0,10.0,4.5
1,1.0986122886681098,77.99,5.0,312,287,166,127,78,2.5649493574615367,6.7,6.7,4.7
1,1.6094379124341003,71.99,4.0,311,290,166,127,78,4.543294782270004,6.7,6.7,4.4
1,1.791759469228055,65.99,5.0,524,154,178,125,76,5.393627546352362,6.7,6.7,4.6
1,1.6094379124341003,83.99,4.0,487,254,166,127,78,5.5925282319492275,7.5,7.5,0.0
1,1.6094379124341003,58.79,4.0,322,240,175,122,78,2.9444389791664403,10.0,10.0,4.6
1,1.6094379124341003,58.79,4.0,322,240,175,122,78,2.9444389791664403,10.0,10.0,4.6
1,1.6094379124341003,71.99,1.0,510,231,181,132,78,4.890349128221754,10.0,10.0,4.8
1,1.6094379124341003,71.99,3.0,510,231,181,132,78,4.890349128221754,10.0,10.0,4.8
1,1.6094379124341003,65.99,1.0,329,231,149,101,78,4.59511985013459,6.3,6.3,4.5
1,1.0986122886681098,71.99,1.0,510,231,181,132,78,4.890349128221754,7.5,7.5,4.8
1,1.6094379124341003,52.79,1.0,311,271,166,127,78,5.5925282319492275,7.5,7.5,0.0
1,0.6931471805599453,83.99,4.0,511,231,151,133,79,7.385230923066573,10.0,10.0,4.3
1,1.6094379124341003,71.99,1.0,462,240,177,110,81,5.5925282319492275,9.0,9.0,3.8
1,1.0986122886681098,71.99,1.0,462,240,177,110,81,5.648974238161206,9.0,9.0,4.7
1,1.0986122886681098,89.99,4.0,523,170,166,127,78,5.351858133476067,9.0,9.0,4.7
1,1.3862943611198906,89.99,4.0,523,170,166,127,78,5.351858133476067,10.0,10.0,4.7
1,1.0986122886681098,89.99,4.0,418,231,165,127,78,6.872128101338986,10.0,10.0,4.7
1,1.0986122886681098,143.99,4.0,481,300,166,127,78,4.6443908991413725,10.0,10.0,4.7
1,1.0986122886681098,143.99,5.0,481,300,166,127,78,4.6443908991413725,9.2,9.2,4.7
1,1.0986122886681098,155.99,3.0,321,210,166,127,78,2.4849066497880004,9.1,9.1,4.0
1,1.3862943611198906,89.99,3.0,487,208,166,127,78,6.218600119691729,9.1,9.1,4.7
1,1.0986122886681098,38.39,4.0,451,221,173,127,78,2.5649493574615367,9.1,9.1,4.0
1,1.3862943611198906,65.99,4.0,556,254,166,127,78,2.6390573296152584,9.1,9.1,4.2
1,1.0986122886681098,38.39,4.0,451,221,173,127,78,2.5649493574615367,9.1,9.1,4.0
1,1.3862943611198906,107.99,2.0,319,243,166,127,78,5.5925282319492275,9.1,9.1,0.0
1,1.0986122886681098,38.39,4.0,451,221,173,127,78,2.5649493574615367,8.8,8.8,4.0
1,1.0986122886681098,107.99,4.0,319,243,166,127,78,5.5925282319492275,8.8,8.8,0.0
1,1.0986122886681098,47.99,1.0,311,231,166,127,78,2.5649493574615367,8.8,8.8,4.5
1,1.3862943611198906,92.39,4.0,326,254,166,127,78,2.0794415416798357,10.0,10.0,5.0
1,1.0986122886681098,33.59,2.0,311,274,166,127,78,3.4965075614664802,6.7,6.7,4.9
1,1.0986122886681098,65.99,4.0,454,254,166,127,78,2.833213344056216,7.5,7.5,3.8
1,1.0986122886681098,75.59,1.0,482,258,166,127,78,4.532599493153256,7.5,7.5,4.5
1,1.0986122886681098,71.99,4.0,481,159,166,127,78,1.0986122886681098,7.5,7.5,5.0
1,1.3862943611198906,71.99,4.0,481,159,166,127,78,1.0986122886681098,10.0,10.0,5.0
1,1.0986122886681098,33.59,4.0,311,274,166,127,78,3.4965075614664802,10.0,10.0,4.9
1,1.3862943611198906,35.99,3.0,449,249,144,127,78,5.5925282319492275,10.0,10.0,0.0
1,1.3862943611198906,119.99,1.0,454,252,166,127,78,3.4339872044851463,10.0,10.0,4.0
1,0.6931471805599453,33.59,4.0,482,290,176,127,78,3.295836866004329,5.0,5.0,4.7
1,1.3862943611198906,35.99,4.0,489,167,132,127,78,2.6390573296152584,10.0,10.0,4.5
1,1.0986122886681098,43.19,4.0,310,270,166,127,78,4.127134385045092,10.0,10.0,4.6
1,1.3862943611198906,39.59,2.0,311,231,165,127,78,1.3862943611198906,10.0,10.0,2.3
1,1.0986122886681098,71.99,2.0,324,246,166,127,78,1.9459101490553132,10.0,10.0,4.7
1,1.0986122886681098,39.59,3.0,311,231,165,127,78,1.3862943611198906,10.0,10.0,2.3
1,1.0986122886681098,77.99,5.0,312,287,166,127,78,2.5649493574615367,10.0,10.0,4.7
1,1.0986122886681098,71.99,3.0,324,246,166,127,78,1.9459101490553132,10.0,10.0,4.7
1,1.0986122886681098,47.99,4.0,462,254,166,127,78,2.1972245773362196,8.7,9.0,4.0
1,1.0986122886681098,119.99,4.0,327,240,166,127,78,3.295836866004329,8.7,9.0,4.5
1,1.0986122886681098,45.59,3.0,462,254,166,127,78,1.9459101490553132,9.1,9.4,4.8
1,1.3862943611198906,43.19,4.0,310,270,166,127,78,4.127134385045092,8.7,8.9,4.6
1,1.0986122886681098,35.99,4.0,449,249,144,127,78,5.5925282319492275,8.7,8.9,0.0
1,1.0986122886681098,57.59,2.0,548,252,166,127,78,3.332204510175204,8.7,8.9,3.6
1,1.0986122886681098,32.39,4.0,335,254,166,127,78,1.3862943611198906,8.7,9.0,5.0
1,1.0986122886681098,65.99,5.0,463,172,166,127,78,0.6931471805599453,8.7,9.0,5.0
1,1.0986122886681098,65.99,4.0,463,172,166,127,78,0.6931471805599453,8.7,9.0,5.0
1,1.0986122886681098,29.39,4.0,487,290,166,127,78,3.784189633918261,8.7,8.8,4.8
1,1.791759469228055,52.79,4.0,529,231,166,127,78,2.8903717578961645,8.7,8.9,4.7
1,1.0986122886681098,58.79,5.0,321,221,143,138,80,4.219507705176107,8.2,8.5,4.5
1,1.0986122886681098,27.71,4.0,450,280,166,127,78,1.6094379124341003,8.2,8.5,4.3
1,1.0986122886681098,64.79,1.0,564,254,166,127,78,2.3978952727983707,8.2,9.0,5.0
1,1.0986122886681098,27.71,4.0,450,280,166,127,78,1.6094379124341003,8.7,9.0,4.3
1,1.3862943611198906,52.79,4.0,529,231,166,127,78,2.8903717578961645,7.6,8.2,4.7
1,1.6094379124341003,29.99,1.0,509,247,162,127,78,5.5925282319492275,8.7,9.0,0.0
1,1.3862943611198906,89.99,1.0,495,268,118,140,78,0.6931471805599453,7.8,8.3,5.0
1,1.6094379124341003,67.19,5.0,443,163,166,127,78,2.3978952727983707,8.3,8.6,3.8
1,1.6094379124341003,67.19,4.0,327,204,121,124,78,3.8066624897703196,8.2,8.5,4.6
1,1.0986122886681098,83.99,3.0,327,204,121,124,78,3.8066624897703196,8.3,8.6,4.6
1,1.6094379124341003,155.99,4.0,321,210,166,127,78,2.4849066497880004,8.7,9.0,4.0
1,1.791759469228055,105.59,4.0,484,169,172,136,78,2.6390573296152584,8.7,9.0,4.6
1,1.0986122886681098,83.99,4.0,321,221,143,138,80,4.219507705176107,7.7,8.4,4.5
1,1.791759469228055,89.99,4.0,495,268,118,140,78,0.6931471805599453,8.7,9.0,5.0
1,1.6094379124341003,89.99,3.0,310,208,165,135,77,6.326149473155099,8.6,8.9,4.6
1,1.0986122886681098,67.19,4.0,443,163,166,127,78,2.3978952727983707,8.9,9.1,3.8
1,1.791759469228055,101.99,4.0,422,244,166,127,78,2.5649493574615367,8.3,8.1,4.8
1,1.6094379124341003,89.99,4.0,310,208,165,135,77,6.326149473155099,9.0,9.6,4.6
1,1.6094379124341003,105.59,4.0,484,169,172,136,78,2.6390573296152584,7.6,8.9,4.6
1,1.6094379124341003,83.99,5.0,462,243,166,127,78,3.828641396489095,8.6,8.9,4.8
1,1.6094379124341003,71.99,4.0,523,252,115,121,78,3.5553480614894135,7.8,9.1,4.4
1,1.3862943611198906,76.79,1.0,563,228,180,139,78,4.290459441148391,8.7,9.0,4.6
1,1.791759469228055,95.99,1.0,310,306,156,101,78,4.07753744390572,8.8,8.9,4.6
1,1.791759469228055,43.19,2.0,462,240,177,110,81,5.648974238161206,8.7,8.9,4.7
